Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,RA (h:m:s),Dec (d:m:s),RA,DEC,SpT,SpT_Type,r_SpT,Peculiarities,r_Peculiarities,Member,Quality,r_Member,LACEwING,LACEwING probability,D_Trig,e_D_Trig,r_D_Trig,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,HRV,e_HRV,r_RV,WISE_W1,e_WISE_W1,WISE_W2,e_WISE_W2,WISE_W3,e_WISE_W3,WISE_W4,e_WISE_W4,SDSS_u,e_SDSS_u,SDSS_g,e_SDSS_g,SDSS_r,e_SDSS_r,SDSS_i,e_SDSS_i,SDSS_z,e_SDSS_z,IRAC3p6,e_IRAC3p6,r_IRAC3p6,IRAC4p5,e_IRAC4p5,r_IRAC4p5,IRAC5p8,e_IRAC5p8,r_IRAC5p8,IRAC8,e_IRAC8,r_IRAC8,MKO_Y,e_MKO_Y,r_MKO_Y,J,e_J,H,e_H,K,e_K,JHKRef,MKO_J,e_MKO_J,MKO_H,e_MKO_H,MKO_K,e_MKO_K,MKORef,MKO_L,e_MKO_L,r_MKO_L,Variable,e_Variable,r_Variable,Variable_period,e_Variable_period,r_Variable_period,Polarized Filter,Polarized %,e_Polarized %,Polarized Angle,Q/I,e_Q/I,U/I,e_U/I,Polarization Ref,InDwarfArchive,Comments,L-T Transition,Young,Variable%,Polarization,Priority,Declination,Visible,Varflag,Polflag,Ltflag,Jflag,Ranking,Star,Min,Max,R,Instrument,Source,Filename,Filename2,Sp Note
J1653+6231,16532970+6231364,165329.76+623136.4,165329.69+623136.5,,Hawley2002,16 53 29.70,+62 31 36.4,253.37375,62.526778,L3,Opt,Hawley2002,,,,,,(None),,,,,37.7,4.6,0.1,14,GagneBDs,8.9,9.7,Schmidt2010,13.415,0.024,13.145,0.024,12.913,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.089,0.049,>14.442,,>14.069,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,165329.69+623136.5,0.64879,2.55706,243.8,SpeX Prism,SpeX,spex-prism_SDSSJ165329.69+623136.5_20080730_BUR10A.txt,,
J1654+3747,16545081+3747141,165450.69+374716.4,165450.79+374714.6,,Schmidt2010,16 54 50.79,+37 47 14.6,253.71162,37.787389,L2,Opt,Schmidt2010,,,,,,(None),,,,,-113.2,7.2,192.9,9.5,GagneBDs,-20.2,7.5,Schmidt2010,13.238,0.025,12.998,0.027,12.72,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01,0.037,14.181,0.038,13.656,0.038,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1656+2835,16561885+2835056,165618.88+283505.1,,2MASSI J1656188+283506,Kirkpatrick2000,16 56 18.85,+28 35 05.6,254.078541,28.584889,L4.5,Opt,Kirkpatrick2000,,,,,,(None),,,,,36.8,18.6,-51.4,24,GagneBDs,,,,14.481,0.032,14.156,0.048,12.317,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,>,,>16.235,,15.215,0.145,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1657+1054,16573454+1054233,165734.49+105422.5,,,Reid2008,16 57 34.54,+10 54 23.3,254.393916,10.906472,L2,Opt,Reid2008,,,,,,(None),,,,,-83.55,19.26,-61.15,19.64,Jameson2008,,,,12.362,0.024,12.035,0.022,11.421,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15,0.034,13.335,0.034,12.801,0.029,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1658+7027,16580380+7027015,165803.52+702658.5,,2MASSW J1658037+702701,Gizis2000,16 58 03.80,+70 27 01.5,254.515833,70.450417,L1,Opt,Gizis2000,,,,,,(None),,18.55,0.24,Dahn2002,-146.77,0.67,-313.33,0.85,Dahn2002,-25.6,0.1,Blake2010,11.604,0.023,11.384,0.022,10.829,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.288,0.021,12.47,0.031,11.915,0.021,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,W,X,,,,1,1,2mass1658.dat,1.1310886,2.3103333,2337.200758,NIRSPEC,BDSS,2mass1658.dat,,
J1658+5103,16584290+5103383,165842.56+510335.0,,WISE J165842.56+510335.0,Thompson2013,16 58 42.55,+51 03 34.9,254.677279,51.059704,L6 p,NIR,Thompson2013,Peculiar Spectrum,Thompson2013,,,,(None),,,,,-270.5,5,-286.7,8.9,GagneBDs,,,,13.175,0.024,12.798,0.024,12.257,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.062,0.033,14.175,0.031,13.655,0.041,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1658+1819,16585033+1819597,165850.19+182001.1,16585026+1820006,,West2008,16 58 50.26,+18 20 00.6,254.70942,18.3335,L0,Opt,West2008,Galactic Extinction > 0.2 mag,West2008,,,,(None),,,,,-159.5,10.2,104.1,11.4,GagneBDs,-31,13.6,Schmidt2010;West2008,14.084,0.028,13.78,0.037,11.925,0.201,,,25.56,0.56,24.41,0.62,22.44,0.15,19.94,0.03,18.11,0.02,,,,,,,,,,,,,,,,15.484,0.056,14.909,0.069,14.572,0.095,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1702+3858,17021945+3858410,170219.43+385841.6,170219.44+385841.2,,Schmidt2010,17 02 19.44,+38 58 41.2,255.580995,38.978111,L1,Opt,Schmidt2010,,,,,,(None),,,,,-23.7,18.1,48.2,27.2,GagneBDs,-35.5,13.5,Schmidt2010,15.307,0.042,15.174,0.088,>12.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.888,0.176,15.953,0.172,15.166,0.135,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1703+2525,17031059+2525215,170310.65+252521.4,,,West2008,17 03 10.64,+25 25 21.4,255.79433,25.42262,L0,Opt,West2008,Galactic Extinction > 0.2 mag,West2008,,,,(None),,,,,68.3,29.3,-8.3,39.7,GagneBDs,-0.5,5,West2008,15.493,0.045,15.477,0.122,>12.963,,,,24.68,1.76,25.79,0.67,23.99,0.72,20.65,0.07,18.96,0.08,,,,,,,,,,,,,,,,16.632,0.147,16.459,0.252,15.761,0.228,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1703+1906,17031672+1906359,170316.67+190636.5,17031670+19063603,,West2008,17 03 16.70,+19 06 36.0,255.81958,19.110008,L0,Opt,West2008,Galactic Extinction > 0.2 mag,West2008,,,,(None),,,,,-74.3,10.6,63.4,11.7,GagneBDs,5.3,5,West2008,13.358,0.025,13.027,0.029,>12.412,,,,24.36,0.84,23.89,0.25,21.76,0.06,19.2,0.02,17.29,0.03,,,,,,,,,,,,,,,,14.916,0.038,14.096,0.038,13.651,0.044,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1705-0516,17054834-0516462,170548.44-051647.4,,DENIS-P J170548.38-051645.7,Kendall2004,17 05 48.34,-05 16 46.2,256.451417,-5.2795,L4,NIR,Kendall2004,Binary,Reid2006?,,,,(None),,18.16,0.58,Dieterich2014,144,9.2,-107.1,9.7,GagneBDs,,,,11.65,0.023,11.4,0.023,10.999,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.309,0.028,12.552,0.022,12.032,0.019,2MASS,,,,,,,,,,,,,,,,,I,0.15,0.09,,-0.14,0.02,-0.05,0.08,Zapatero-Osorio2005,X,,,,,P,,D,X,,2,,1,3,170548.38-051645.7,0.652314,2.56177,244.6,SpeX Prism,SpeX,spex-prism_DENIS-PJ170548.38-051645.7_20040907_BUR10A.txt,,
J1707-0558 A,17072343-0558249,170723.51-055824.6,,,Mcelwain2006,17 07 23.43,-05 58 24.9,256.847625,-5.973583,L3,NIR,Mcelwain2006,Binary,Mcelwain2006,Ursa Major,Candidate?,,(None),,,,,99.94,8,3.49,5.24,Hambly2001,,,,10.215,0.023,9.939,0.02,9.441,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96,0.11,12.72,0.04,12.2,0.08,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,Binary: sep=0.99+/-0.14'' @ 142+/-3 deg on 2004 August 10 (McElwain & Burgasser 2006),,Ursa Major,,,1,D,X,,,,1,1,17072343-0558249A,0.657832,2.5603,244.8,SpeX Prism,SpeX,spex-prism_2MASSJ17072343-0558249A_20030523_MCE06A.txt,,
J1707-0558 B,17072343-0558249,170723.51-055824.6,,,Mcelwain2006,17 07 23.43,-05 58 24.9,256.847625,-5.973583,L3,NIR,Mcelwain2006,Binary,Mcelwain2006,Ursa Major,Candidate?,,(None),,,,,99.94,8,3.49,5.24,Hambly2001,,,,10.215,0.023,9.939,0.02,9.441,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96,0.11,12.72,0.04,12.2,0.08,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,Binary: sep=0.99+/-0.14'' @ 142+/-3 deg on 2004 August 10 (McElwain & Burgasser 2006),,Ursa Major,,,1,D,X,,,,1,1,17072343-0558249B,0.657832,2.5603,244.8,SpeX Prism,SpeX,spex-prism_2MASSJ17072343-0558249B_20030523_MCE06A.txt,,
J1707-0138,17072529-0138093,170725.30-013809.6,,DENIS J1707252-013809,Mart’n2010,17 07 25.20,-01 38 09.0,256.855005,-1.635833,L0.5,Opt,Mart’n2010,Weak Candidate L0.5 + T4.5:: binary,Bardalez-Gagliuffi2014,,,,(None),,,,,12.3,6.9,-24.5,6.8,GagneBDs,,,,12.627,0.024,12.361,0.026,>11.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.289,0.023,13.566,0.031,13.067,0.033,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1707+4301,17073334+4301304,170733.14+430129.9,,2MASSI J1707333+430130,Cruz2003,17 07 33.34,+43 01 30.4,256.888917,43.025111,L0.5,Opt,Cruz2003,,,,,,(None),,,,,-200.34,21.86,-21.41,13.83,Jameson2008,-10.8,0.7,Shkolnik2012,12.26,0.023,12,0.023,11.622,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.974,0.023,13.183,0.025,12.624,0.028,2MASS,,,,,,,,,,,,,,,,,I,0.23,0.06,,-0.03,0.06,-0.22,0.01,Zapatero-Osorio2005,X,,,,,P,,D,X,,2,,1,3,,,,,,,,,
J1707-1744,17074571-1744523,170745.85-174452.5,,WISE J170745.85-174452.5,Mace2013,17 07 45.84,-17 44 52.4,256.941014,-17.747891,T5:,NIR,Mace2013,,,,,,(None),,,,,157.8,27.4,-12.5,31.2,GagneBDs,,,,16.536,0.152,13.684,0.053,>11.891,,>8.87,,,,,,,,,,,,14.98,0.02,Mace2013,13.62,0.02,Mace2013,,,,,,,,,,16.297,0.124,>15.449,0.03,>15.845,,2MASS,16.35,0.02,17.11,0.03,,,Mace2013,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1710+3323,17104936+3323251,171049.21+332325.7,17104934+33232518,,West2008,17 10 49.34,+33 23 25.2,257.70558,33.390328,L0,Opt,West2008,,,,,,(None),,,,,-158.2,8.3,52.5,10.4,GagneBDs,-46.5,5,West2008,13.801,0.026,13.496,0.032,>12.966,,,,24.63,0.78,24.83,0.52,22.05,0.1,19.28,0.02,17.53,0.02,,,,,,,,,,,,,,,,15.13,0.035,14.541,0.049,14.083,0.05,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1711+3500,,171104.60+350036.8,,WISEPA J171104.60+350036.8,Kirkpatrick2011,17 11 04.60,+35 00 36.8,257.769165,35.010222,T8,NIR,Kirkpatrick2011,,,,,,(None),,,,,,,,,,,,,18.267,0.367,14.611,0.056,12.715,0.381,>9.454,,,,,,,,,,,,16.459,0.037,Kirkpatrick2011,14.623,0.02,Kirkpatrick2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1711+2326,17111353+2326333,171113.48+232632.8,,,Cruz2007,17 11 13.52,+23 26 33.2,257.80633,23.44256,L0 gamma,Opt,Faherty2016,Young ; Galactic Extinction > 0.2 mag,Shkolnik2009 ; West2008,,,,(None),,,,,-63,15,-35,12,Faherty2016,-20.69,0.75,Faherty2016,12.581,0.024,12.226,0.024,11.662,0.152,9.334,,26.2,0.45,24.56,0.42,21.6,0.07,19.09,0.02,17.17,0.02,,,,,,,,,,,,,,,,14.499,0.024,13.668,0.03,13.056,0.026,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,"Red, low-gravity",,,1,D,X,,,,,0,1711+23,0.725704,2.56649,249.1,,Leggett,L3.5_SDSS1711+23.txt,spex-prism_2MASSJ17111353+2326333_20050814_CHI06A.txt,
J1711+4028,17114559+4028578,171146.30+402902.2,,G 203-50 B,Radigan2008,17 11 45.30,+40 29 02.1,257.93875,40.483917,L5 p(blue),NIR,Radigan2008,Blue ; Companion,Radigan2008,,,,(None),,,,,255.92,37.64,92.14,41.68,Radigan2008,,,,10.018,0.022,9.798,0.019,9.586,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.004,0.056,14.304,0.073,13.799,0.047,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,Proper motion companion to G 203-50 (Radigan et al. 2008),,,,,,D,X,,,,,0,,,,,,,,,
J1711+2232,17114573+2232044,171145.73+223204.2,,2MASSI J1711457+223204,Kirkpatrick2000,17 11 45.73,+22 32 04.4,257.940542,22.534556,L6.5,Opt,Kirkpatrick2000,Visual Candidate L1.5 + T2.5: binary,Burgasser2010a ; Bardalez-Gagliuffi2014,,,,(None),,30.2,4.39,Vrba2004,30.87,7.44,-4.53,3.86,Vrba2004,,,,14.347,0.031,13.812,0.039,>12.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.089,0.177,15.797,0.108,14.727,0.098,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,1711457+223204,0.645436,2.5556,243.4,SpeX Prism,SpeX,spex-prism_2MASSIJ1711457+223204_20080907_BUR10A.txt,,
J1711+2331,17114716+2331310,171147.18+233130.1,171147.17+233130.5,,Chiu2006,17 11 47.16,+23 31 31.0,257.946495,23.525278,L3.5,NIR,Chiu2006,,,,,,(None),,,,,20.2,16.4,-67.2,18.5,GagneBDs,,,,14.671,0.032,14.265,0.049,12.574,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.815,0.139,15.958,0.137,15.212,0.147,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1711+5430,17115739+5430405,171157.33+543042.6,,NLTT 44368 B,Deacon2014,17 11 57.39,+54 30 40.6,257.98914,54.511272,L1.5,NIR,Deacon2014,Companion,Deacon2014,,,,(None),,,,,-43.1,5.8,189.3,10.3,GagneBDs,,,,12.951,0.026,12.692,0.025,12.054,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.736,0.056,13.907,0.064,13.467,0.049,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J1713+2928,17131922+2928162,171319.21+292816.2,171319.23+292816.1,,Schmidt2010,17 13 19.23,+29 28 16.1,258.33012,29.471139,L0,Opt,Schmidt2010,,,,,,(None),,,,,-21.1,15.1,-0.3,18.7,GagneBDs,,,,14.684,0.032,14.566,0.057,>13.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.234,0.088,15.59,0.09,14.863,0.099,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1716+2945,17164260+2945536,171642.64+294554.1,,,Gei betaler2011,17 16 42.60,+29 45 53.6,259.1775,29.764889,L3,NIR,Gei betaler2011,,,,,,(None),,,,,43.5,27.8,46.8,37.1,GagneBDs,,,,15.446,0.041,15.447,0.101,>12.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.063,0.199,16.47,0.222,15.902,0.274,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1717+6526,17171408+6526221,171714.32+652621.0,171714.10+652622.2,,Hawley2002,17 17 14.08,+65 26 22.1,259.308666,65.439472,L4,Opt,Hawley2002,,,,,,(None),,,,,138.2,3.5,-102.3,6.9,GagneBDs,,,,12.53,0.023,12.221,0.021,11.596,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.95,0.039,13.84,0.034,13.177,0.03,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1717+6128,,171717.02+612859.3,,WISEPA J171717.02+612859.3,Kirkpatrick2011,17 17 17.02,+61 28 59.3,259.320915,61.483139,T8,NIR,Mace2013,,,,,,(None),,,,,,,,,,,,,18.417,0.197,15.085,0.045,13.51,0.384,>10.066,,,,,,,,,,,,17.063,0.052,Kirkpatrick2011,15.134,0.022,Kirkpatrick2011,,,,,,,,,,>,0.04,>18.17,0.09,>16.75,,2MASS,18.49,0.04,18.91,0.09,,,Kirkpatrick2011,,,,,,,,,,,,,,,,,,,X,Photometry is on the MKO system from Palomar/WIRC,,,,,,D,,,,,,0,,,,,,,,,
J1720+6155,17200493+6155325,172004.94+615532.5,172006.69+615537.7,,Zhang2009,17 20 06.69,+61 55 37.7,260.027876,61.927139,L3,Opt,Zhang2009,,,,,,(None),,,,,6.8,8.9,2.1,34.5,GagneBDs,,,,15.369,0.028,15.489,0.052,>14.090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.156,0.1,15.592,0.13,15.587,0.268,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1721+3344,17210390+3344160,172104.93+334422.9,,2MASSI J1721039+334415,Cruz2003,17 21 03.90,+33 44 16.0,260.26625,33.737778,L3,Opt,Cruz2003,Blue,Burgasser2008b,,,,(None),,,,,-1853.45,17.21,602.22,17.03,Jameson2008,,,,16.554,0.077,17.402,0.514,>13.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.625,0.019,12.952,0.024,12.489,0.018,2MASS,,,,,,,,,,,,,,,,,I,0.31,0.14,,-0.21,0.08,-0.23,0.11,Zapatero-Osorio2005,X,,,,,P,,D,X,,2,,1,3,,,,,,,,,
J1721+1117,17213449+1117379,172134.46+111739.4,,WISE J172134.46+111739.4,Mace2013,17 21 34.46,+11 17 39.5,260.39359,11.294315,T6,NIR,Mace2013,,,,,,(None),,,,,-51.7,30.3,160.1,34.3,GagneBDs,,,,15.903,0.064,14.284,0.056,>12.267,,>8.86,,,,,,,,,,,,15.24,0.02,Mace2013,14.35,0.02,Mace2013,,,,,,,,,,16.456,0.148,>16.240,,>16.121,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1722+6329,17224432+6329470,172244.38+632946.3,172244.32+632946.8,,Hawley2002,17 22 44.32,+63 29 47.0,260.684667,63.496389,L0,Opt,Hawley2002,,,,,,(None),,,,,38.7,3.5,-63.5,9.4,GagneBDs,95.7,44.8,Schmidt2010;West2008,13.588,0.024,13.258,0.023,12.684,0.131,,,24.96,1.31,24.91,0.81,22.35,0.21,19.67,0.04,17.82,0.02,,,,,,,,,,,,,,,,15.367,0.05,14.551,0.054,14.076,0.071,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1725+5533,17253303+5533322,172533.08+553332.3,,,West2008,17 25 33.04,+55 33 32.5,261.38768,55.55904,L0,Opt,West2008,,,,,,(None),,,,,42.4,11.1,2.1,26.7,GagneBDs,-29.1,5,West2008,15.124,0.031,14.902,0.05,>13.391,,,,24.83,0.9,24.65,0.55,23.45,0.33,20.78,0.06,18.97,0.05,,,,,,,,,,,,,,,,16.623,0.167,15.725,0.168,15.526,0.193,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1725+5325,17254383+5325347,172543.81+532535.7,172543.84+532534.9,,Schmidt2010,17 25 43.84,+53 25 34.9,261.43267,53.426361,L1,Opt,Schmidt2010,,,,,,(None),,,,,-10.5,5.7,80,11.4,GagneBDs,-17.1,8.2,Schmidt2010,13.992,0.026,13.729,0.031,>13.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.163,0.043,14.619,0.056,14.211,0.084,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J1726+1538,17260007+1538190,172600.03+153818.3,,,Kirkpatrick2000,17 26 00.07,+15 38 19.0,261.50029,15.638611,L3.5 gamma,Opt,Faherty2016,Young,Cruz2009,,,,(None),,34.97,3.55,ZapateroOsorio2014,-43.1,7.1,-55.7,5.2,Faherty2016,-20.54,0.84,Faherty2016,13.071,0.025,12.694,0.026,11.556,0.157,9.309,,,,,,,,,,,,,,,,,,,,,,,,,,,15.669,0.063,14.465,0.045,13.659,0.049,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,"Red, low-gravity",,,1,D,X,,,,,0,2mass1726.dat,1.1404138,1.4172162,2342.317768,NIRSPEC,BDSS,2mass1726.dat,,
J1726-0502,17262235-0502110,172622.30-050210.9,,HIP 85365 B,Deacon2014,17 26 22.36,-05 02 11.0,261.59315,-5.036401,L5.5,NIR,Deacon2014,Companion,Deacon2014,,,,(None),,30.08,0.23,VanLeuuwen2007,-66.4,17.1,11.4,17.9,GagneBDs,,,,13.875,0.03,13.643,0.044,>12.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.693,0.168,15.471,0.118,>14.664,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J1726-2737,17264070-2737593,,,VVV J172640.2-273803,Beamin2013,17 26 40.20,-27 38 03.0,261.6675,-27.63417,L5 p(blue),NIR,Beamin2013,Blue,Beamin2013,,,,(None),,17.54,1.23,Beamin2013,-545.5,4,-325.5,4,GagneBDs,,,,,,,,,,,,,,,,,,,,,,11.526,0.049,Beamin2013,11.404,0.054,Beamin2013,11.178,0.065,Beamin2013,11.098,0.047,Beamin2013,,,,13.403,0.026,12.659,0.027,12.225,0.026,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,X,,,,1,1,,,,,,,,,
J1728+0839,17281134+0839590,172811.37+083957.5,,,Reid2008,17 28 11.34,+08 39 59.0,262.04725,8.666389,M9 p,Opt,Reid2008,Peculiar Spectrum,Reid2008,,,,(None),,,,,43.4,11.5,-160.3,10.7,GagneBDs,,,,12.177,0.024,11.919,0.025,11.044,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.634,0.026,12.974,0.024,12.504,0.029,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,1,1,,,,,,,,,
J1728+3948,17281150+3948593,172811.53+394859.1,,2MASSW J1728114+394859,Kirkpatrick2000,17 28 11.50,+39 48 59.3,262.047917,39.816472,L7,Opt,Kirkpatrick2000,Binary,Gizis2003,,,,(None),,25.84,0.47,Dupuy2012,36.79,5.55,-25.92,4.52,Vrba2004,,,,13.107,0.024,12.639,0.024,11.865,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.988,0.075,14.756,0.066,13.909,0.047,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,Binary: a=0.130'' @ 27 deg on 8/12/2000 (Gizis et al. 2003),Opt,,,,1,D,X,,,1,,1,1728114+394859,0.649231,2.55765,243.9,SpeX Prism,SpeX,spex-prism_2MASSWJ1728114+394859_20050907_BUR-NP.txt,2mass1728.dat,
J1728+5845,17282217+5845095,172822.20+584510.4,172822.19+584509.9,,Hawley2002,17 28 22.17,+58 45 09.5,262.092375,58.752639,L1,Opt,Hawley2002,,,,,,(None),,,,,23.66,13.24,101.68,12.15,Jameson2008,1.9,13,Schmidt2010,14.629,0.028,14.392,0.041,13.077,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.395,0.155,15.499,0.151,>15.147,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J1728+5716,,172844.93+571642.7,,WISEPA J172844.93+571643.6,Kirkpatrick2011,17 28 45.00,+57 16 44.0,262.1875,57.278889,T6,NIR,Kirkpatrick2011,,,,,,(None),,,,,,,,,,,,,17.96,0.18,15.01,0.05,>13.49,,>9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1730+4207,,173035.99+420742.5,,WISE J173035.99+420742.5,Mace2013,17 30 35.98,+42 07 42.5,262.649936,42.128476,T0,NIR,Mace2013,,,,,,(None),,,,,,,,,,,,,15.11,0.03,14.61,0.05,>13.47,,>9.50,,,,,,,,,,,,14.73,0.02,Mace2013,14.56,0.02,Mace2013,,,,,,,,,,16.95,0.18,16,0.19,>15.65,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS JHK Photometry from the 2MASS reject table,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J1731+5310,17310140+5310476,173101.50+531049.5,173101.41+531047.9,,Chiu2006,17 31 01.40,+53 10 47.6,262.75584,53.179889,L6,NIR,Chiu2006,Candidate L5 + L8 binary,Metchev2008 ; Gei betaler2011,,,,(None),,,,,72.2,6.6,167.6,14.2,GagneBDs,,,,14.083,0.026,13.734,0.031,13.052,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.374,0.11,15.484,0.108,14.854,0.142,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,1731+53,0.801023,2.55723,252,,Leggett,L6_SDSS1731+53.txt,spex-prism_SDSSJ173101.41+531047.9_20050407_CHI06A.txt,
J1731+2721,17312974+2721233,173129.68+272120.7,,,Reid2008,17 31 29.74,+27 21 23.3,262.873917,27.356472,L0,Opt,Reid2008,,,,,,(None),,,,,-81.68,15.63,-239.95,16.71,Jameson2008,-29.8,0.3,Shkolnik2012;Blake2010,10.597,0.023,10.322,0.02,9.889,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.094,0.025,11.391,0.028,10.914,0.019,2MASS,,,,,,,,,,,,,,,,,I,5.195,0.854,52.57,,,,,Tata2009,X,,,,,P,,D,X,,2,,1,3,,,,,,,,,
J1732+2656,17320014+2656228,173200.21+265621.7,,,Kirkpatrick2010,17 32 00.14,+26 56 22.8,263.00058,26.939667,L1,NIR,Kirkpatrick2010,,,,,,(None),,,,,102.9,12,-109.1,14.4,GagneBDs,,,,14.17,0.028,13.94,0.04,>13.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.931,0.083,15.018,0.073,14.461,0.054,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,17320014+2656228,0.652422,2.56192,244.6,SpeX Prism,SpeX,spex-prism_2MASSJ17320014+2656228_20060601_KIR10A.txt,,
